1016;840;1.2824779526009
643;980;2.5937
643;156;12.0977
566;840;415.65
643;978;77.51
1019;840;4.7887445348453E-5
974;51;0.0058808
764;348;0.0965
980;860;0.0025673
974;840;2.811
974;752;0.29695
974;203;0.124839
974;826;3.6779
974;949;0.19057
974;398;0.0061691
978;840;0.91608647856358
566;156;65.2917
1015;967;20.828993959592
978;764;0.027366519799677
643;949;5.17255
997;967;382.91289497465
997;840;0.0083207646491419
978;156;0.14399262757747
156;949;0.4318
156;764;0.1901
156;643;0.0803
156;978;6.9188
398;392;3.71
398;752;48.48
398;203;20.39
398;826;600.34
398;980;15.69
398;860;0.0404
398;51;0.966
967;840;2.3201549306657E-5
967;978;2.5191797752186E-5
967;156;3.482149249374E-6
967;826;3.0231619553207E-5
967;643;2.9503231317807E-7
998;840;0.023201549306657
998;978;0.025191797752186
998;156;0.003482149249374
998;826;0.030231619553207
998;643;0.00029503231317807
996;840;6.4620355411955
860;840;11362.51
996;967;296735.90504451
826;156;0.12044129691189
998;348;5.5824600169169E-5
967;949;1.5611243079887E-6
967;348;5.582460016917E-8
398;949;31.12
643;840;71.5925
998;949;0.0015611243079887
1001;104;25.348542458809
987;967;130.89861901957
992;840;0.0089886097511146
992;967;386.46297491469
993;840;0.00030904802617989
993;967;13.334197389324
51;840;475.69
51;974;169.22
51;860;0.042
51;980;16.1
51;643;6.37
1021;967;23807.82325072
51;398;1.073
51;156;74.73
764;985;7.8774
498;752;1.9409
643;826;96.565
764;704;0.001468
764;643;0.4235
764;203;1.4901
764;784;9.1372
458;704;0.000185
398;764;13.71
51;752;50.32
840;498;0.054344757380276
991;967;193.76465345192
991;840;0.0044861959751862
990;840;0.024126674692807
990;967;1043.3839026731
1016;967;55240.9888137
1016;993;4144.0470763748
1015;840;0.00048381376846899
458;784;1.149045
989;967;56148.231330713
989;840;1.3036939385533
988;967;251.71670794821
988;993;18.888987531379
988;840;0.0058503544854776
51;392;3.833
980;980;1
967;764;6.8827702346287E-7
998;764;0.00068827702346287
156;392;0.051299
398;643;6.02
978;826;1.1983223487118
398;985;107.48
995;840;0.011350022785171
566;978;453.8067
566;826;544.0443
990;993;78.28015371091
986;967;417014.17848207
986;840;9.6828995636401
1021;840;0.55281146088721
987;840;0.0030395275358398
995;967;489.23679060665
643;398;0.164975
1023;840;0.054128155498932
643;51;0.15989
156;356;0.083767
985;840;4.2703
156;360;0.000443
1023;993;174.93940536347
348;840;347.18
1012;993;28.182986494713
986;993;31307.233536309
1023;967;2331.4805834297
1019;967;2.0624935547076
981;784;0.83716
498;981;5.9638
981;51;0.0064631
983;993;1347.9813978567
983;967;17964.609718854
983;840;0.41715073533246
984;967;1913.6924696201
984;993;143.64513904849
984;840;0.04444032630754
104;967;683643.82156896
104;993;51259.707307071
104;840;15.865385378144
103;967;1156.0025432056
103;993;86.764131707952
103;840;0.026825710941698
100;967;40534.241300338
100;993;3040.6088515164
100;840;0.94097162660025
101;967;208333.33333333
101;840;4.7982761521165
982;840;1.3457682317951
982;978;1.4607176505817
982;967;57971.014492754
982;993;4343.0110095329
105;993;666.44451849384
105;967;8883.361463978
105;840;0.20622670604909
996;993;21939.447125932
997;993;28.432264820389
106;840;0.032102728773166
106;967;1470.1558365187
106;993;108.97032846926
458;124;3.3525
458;156;0.6636
107;967;3789314.1341417
107;993;284567.88366865
107;840;87.726416397822
108;967;56322.16277105
108;993;4227.078665934
108;840;1.3068743551392
643;974;28.56
643;860;0.00670633
840;860;8.8111527979986E-5
840;156;0.15712647109659
840;974;0.30661895266938
840;840;1
840;967;43213.207961446
840;398;0.0021929854378311
840;980;0.033999370807644
840;764;0.029761904761905
840;643;0.012890420545845
840;566;0.0024059282071023
840;51;0.0020916966337071
840;826;1.3022969914335
840;978;1.0853002591697
348;980;11.81
348;949;23.54
348;764;10.33
348;752;36.71
348;643;4.37
348;985;81.26
987;993;9.8222178567921
348;578;39.58
348;458;82.24
348;392;2.7974
348;356;4.57
348;360;0.0242
1010;967;724637.68115942
109;826;0.0030562347188264
109;967;101.19409026513
978;356;0.012055309761184
458;978;4.5845
967;356;2.8167329995552E-7
998;356;0.00028167329995552
398;578;52.12
51;356;6.28
458;826;5.5164
643;356;1.0059
840;356;0.013180100778741
1017;993;37.357341651568
156;458;1.5084
458;360;0.000294
643;392;0.616748
980;949;1.983
974;417;0.030896
978;392;0.0073898906296187
109;980;7.3163593795727E-5
967;392;1.8634422070189E-7
998;392;0.00018634422070189
156;826;8.3197
398;498;25.03
51;985;111.49
974;643;0.036656
978;458;0.21717413021761
840;392;0.0080385205906705
110;967;50903.537795877
110;993;3772.0903038419
110;840;1.1807386110381
348;826;452.86
111;967;79649.542015133
111;993;5946.5406000059
111;840;1.8457148499757
1000;840;2.2222221728395
1007;967;12917.393270038
348;978;377.28
643;985;17.9922
980;840;29.2549
974;578;0.31921
978;985;0.21565667457408
1015;993;1.5647126014129
967;985;5.9664272717276E-6
998;985;0.0059664272717276
398;417;5.05
1022;993;32.958143322771
764;840;33.5617
985;764;0.127
985;978;4.6405
985;826;5.5702
985;980;0.1467
985;392;0.034408
458;764;0.125966
985;356;0.056241
985;156;0.6711
348;203;15.39
1001;840;360.1008282319
1001;967;20000000
1001;109;174520.06980803
840;985;0.23403484498
348;156;54.55
980;752;3.0974
1002;967;56978.433662859
1002;993;4275.2399478421
1002;840;1.3232457895973
974;498;0.1529
974;156;0.44178
978;949;0.06213920424535
860;704;0.497
109;978;0.0025497195308516
398;156;72.16
51;978;517.79
985;949;0.2895
949;840;14.73455
949;978;16.0156
949;826;19.21445
949;392;11.87335
949;643;0.18737
949;156;2.31555
840;949;0.067776851494141
1003;967;79113.924050633
1003;993;5936.3034638331
1003;840;1.83516038843
980;643;0.36681
1004;993;460.56419113414
1004;840;0.14243420483363
1004;967;6136.4752086402
109;949;0.00015805278963174
998;203;0.0010246354851577
156;840;6.3653
109;643;2.9804384880712E-5
109;566;2.2931572188589E-5
643;752;8.05488
980;985;6.8866
974;124;2.2372
978;752;0.096964995636575
860;980;386.48
967;752;2.2604940951825E-6
998;752;0.0022604940951825
156;752;0.673
398;356;6.04
51;826;620.39
985;752;0.4515
949;752;1.5576
752;156;1.4893
752;978;10.2827
752;826;12.3471
752;356;0.124898
752;392;0.076358
752;985;2.2191
752;643;0.095358
752;949;1
752;840;9.4755
840;752;0.10544248781849
643;498;4.15432
993;104;1.952026023688E-5
989;104;0.081808536472737
498;840;18.3686
498;51;0.03859
498;978;20.0098
498;980;0.622
498;826;24.0087
498;949;1.245
498;974;6.6839
498;643;0.2314
498;356;0.24182
498;860;0.001616
498;398;0.04036
498;392;0.148331
498;156;2.8871
498;985;4.311
1005;967;2809.8569782798
1006;993;119.85018726592
1006;840;0.037092779241397
1006;967;1596.5259595121
840;578;0.11410402156201
840;417;0.010995439091865
840;348;0.0028922074263285
840;203;0.044353470548187
826;978;0.83500334001336
1014;840;0.67660715342913
643;417;0.838373
980;578;3.3388
974;392;0.022722
860;949;770.33
398;978;499.76
51;417;5.23
498;417;0.20779
643;578;8.71971
980;498;1.5938
974;985;0.65815
978;578;0.104607981589
860;764;339.28
156;578;0.7225
398;840;458.87
51;578;54.32
985;578;0.4868
949;578;1.6785
752;578;1.074536
498;578;2.0905
643;203;3.39559
980;398;0.064342
974;978;3.0549
978;203;0.04079634464752
860;752;1200.41
398;348;1.312
51;203;21.13
985;203;0.1894
752;203;0.419421
498;203;0.8161
643;348;0.217244
980;392;0.23608
978;348;0.0026367136001687
860;643;147.09
398;974;141.19
1022;967;439.19364047609
985;348;0.012302
752;348;0.027188
498;348;0.052579
1005;993;210.76370227519
1005;840;0.065230976364208
417;840;92.6645
417;978;100.6892
417;398;0.2023
417;643;1.144
860;458;2693.62
860;498;618.03
860;398;24.94
860;417;124.89
860;392;91.83
860;356;149.56
860;360;0.791
860;348;32.47
860;826;14865.57
860;978;12376.05
860;203;504.78
109;840;0.0023496240601504
1007;993;969.46194861852
1007;840;0.29997712674409
1014;967;29137.529137529
398;458;108.83
860;156;1785.74
985;458;1.0115
498;458;4.3533
980;348;0.084063
980;981;9.5417
978;360;6.3725318387622E-5
860;985;2660.32
860;578;1290.23
860;974;3485.43
860;51;23.78
985;360;0.00029734
840;360;6.9602218918628E-5
840;458;0.23688262465948
840;704;4.3740000000729E-5
967;203;1.0246354851577E-6
1008;840;0.050346408463433
1008;967;2168.1626989289
1008;993;162.64923066914
1012;840;0.0087255238150084
1009;967;4322.6419987897
1009;840;0.10029863919821
109;993;7.587253414264
203;392;0.18155
203;360;0.00157
203;356;0.29722
203;978;24.485
203;156;3.543
1012;967;375.96882466506
458;392;0.03409
1010;949;1.1319900384877
1011;993;48252.534464373
1011;967;642756.13832112
1010;840;16.823687752355
203;348;0.06518
203;458;5.341
203;578;2.575
203;985;5.273
980;826;38.2786
203;752;2.382
203;764;0.67161
203;949;1.528
203;840;22.546
203;826;29.375
360;156;2256.265
360;978;15620.45
360;826;18772.975
360;392;116.0653
360;458;3404.025
360;578;1628.55
360;752;1515.065
360;764;428.82
360;840;14359.005
360;704;0.625
578;156;1.3765
578;203;0.38999
578;978;9.5595
578;826;11.4554
578;348;0.025206
578;360;0.00060918
578;356;0.11524
578;392;0.070644
578;458;2.0761
578;985;2.0616
578;643;0.08413
578;752;0.9269
578;764;0.26161
578;949;0.594
578;840;8.7573
578;974;2.6863
578;704;0.000383
704;156;3597.53
704;978;24877.085
704;826;29731.39
704;356;306.39
704;392;184.555
704;458;5422.145
704;578;2596.54
704;643;304.745
704;752;2417.78
704;764;649.52
704;840;22845
764;156;5.2787
764;578;3.8056
764;752;3.5472
764;124;26.6573
764;356;0.4417
764;360;2.342
764;458;7.9548
764;392;27.1066
458;840;4.2205
1011;840;14.93202234159
356;840;75.8071
356;826;99.5524
356;978;84.6599
356;392;0.6223
980;978;31.9244
860;784;3093.52
156;784;1.7331
398;784;124.95
51;784;129.51
498;784;5.001
764;978;36.4425
840;784;0.27224959843184
784;840;3.6725
784;974;1.126534
784;156;0.57741
784;203;0.163208
784;978;4.007529
784;826;4.798772
784;348;0.010556
784;360;0.000256
784;356;0.048309
784;392;0.029626
784;398;0.008077
784;458;0.870611
784;566;0.008833
784;578;0.418004
784;985;0.863224
784;643;0.046632
784;764;0.109627
784;949;0.249066
784;704;0.000161
458;356;0.055597
1013;840;40805.167566421
1013;967;1754385964.9123
826;840;0.76534517067197
1017;967;498.0327705563
1017;840;0.011563414051745
1018;967;19265.966669878
1018;840;0.44738525686625
1018;993;1449.1703499746
51;981;154.95
398;981;149.96
860;981;3689.13
