980;203;1.3033
840;981;0.32467532467532
981;974;1.1189
981;156;0.48316
981;203;0.13663
981;978;3.3473
981;826;4.0124
981;348;0.008881
981;356;0.04051
981;392;0.024776
981;417;0.033824
981;398;0.006927
981;498;0.16707
981;578;0.35131
981;985;0.72035
981;643;0.038706
981;752;0.32497
981;949;0.2085
981;980;0.10409
981;840;3.0749
981;860;0.0002706
1001;949;26.434047052604
1001;978;410.50903119869
949;784;4.01155
643;124;60.9599
980;156;4.5984
978;124;0.72971395213076
860;124;9041.55
967;124;1.8413927410825E-5
998;124;0.018413927410825
156;124;5.0568
398;124;365.23
51;124;377.86
985;124;3.3913
949;124;11.70425
752;124;7.5234
498;124;14.6264
348;124;275.69
203;124;17.908
360;124;11428.235
578;124;6.9757
704;124;18086.595
764;826;43.8584
784;124;2.918852
981;124;2.4421
124;156;0.1978
124;978;1.3713
124;356;0.01657
124;360;8.8E-5
124;392;0.01015
124;578;0.143
124;643;0.01587
124;752;0.1331
124;949;0.0854
124;826;1.6445
124;840;1.2584
840;975;0.55624529972722
840;124;0.7938429540484
643;975;42.5861
980;124;23.3107
978;975;0.51129972389815
860;975;6327.97
1022;840;0.010200705355314
985;975;2.3727
949;975;8.1886
498;975;10.2304
348;975;192.9
203;975;12.518
578;975;4.8878
981;975;1.7107
975;124;1.4272
975;156;0.281625
975;203;0.0797907
975;826;2.34371
975;348;0.00515696
975;360;0.000124636
975;356;0.0235781
975;392;0.0144534
975;458;0.424756
975;578;0.204595
975;985;0.421788
980;974;10.6335
975;752;0.189647
975;764;0.0535243
975;949;0.121534
975;840;1.79171
974;980;0.095612
974;975;1.5656
1014;993;2185.9882524991
1020;967;18330.142361051
1020;993;1375.2301791512
1020;840;0.42565399608228
