10;42;4.39
42;93;3.01
56;42;2.84
93;42;2.74
10;105;2.51
42;56;2.02
84;42;1.94
93;105;1.87
105;93;1.86
42;10;1.61
60;42;1.31
10;84;1.22
105;10;1.19
59;93;1.11
139;42;1.09
6;56;0.8
139;105;0.77
10;89;0.77
10;60;0.72
10;56;0.7
91;10;0.67
42;19;0.64
58;10;0.62
89;10;0.61
42;84;0.53
10;91;0.52
93;59;0.52
118;42;0.51
56;10;0.48
84;10;0.46
